Chapter,Poem,Poem_Sub_Ctgry,Poem_Title,Original_Text,Kunyomi_Reading,Kana_Transcription,Notes,Textual_Varients,Matter,Reading_Varient,Kana_len1,Kana_len2
12,3181,3165,（羇旅發思）,霍公鳥 飛幡之浦尓 敷浪乃 屡君乎 将見因毛鴨,霍公鳥飛 幡の浦にしく 波の しくしく君を見 むよしもがも,ほととぎす とばたのうらに しくなみの しくしくきみを みむよしもがも,なし,なし,動物 枕詞 地名 福岡県 北九州市 戸畑 序詞 恋情 望郷 羈旅,"ほととぎす,[寛]ほとときす,
とばたのうらに,[寛]とはたのうらに,
しくなみの,[寛]しきなみの,
しくしくきみを,[寛]しはしはきみを,
みむよしもがも,[寛]みむよしもかも,",31,35
12,3182,3166,（羇旅發思）,吾妹兒乎 外耳哉将見 越懈乃 子難<懈>乃 嶋楢名君,我妹子を 外のみや見 む越の海の 子難の海の島 ならなくに,わぎもこを よそのみやみむ こしのうみの こがたのうみの しまならなくに,なし,懈 [西（上書訂正）][元][紀][温],地名 北陸 石川 富山 恋情 羈旅 遊行女婦,"わぎもこを,[寛]わきもこを,
よそのみやみむ[寛],
こしのうみの,[寛]おちのうみの,
こがたのうみの,[寛]こかたのうみの,
しまならなくに[寛],",32,36
12,3183,3167,（羇旅發思）,浪間従 雲位尓所見 粟嶋之 不相物故 吾尓所依兒等,波の間ゆ 雲居に見ゆる 粟島の逢は ぬものゆゑ我 に寄そる子ら,なみのまゆ くもゐにみゆる あはしまの あはぬものゆゑ わによそるこら,なし,なし,羈旅 地名 序詞 尫柜蹋 恋愛,"なみのまゆ,[寛]なみまより,
くもゐにみゆる[寛],
あはしまの[寛],
あはぬものゆゑ,[寛]あはぬものゆへ,
わによそるこら,[寛]われによるこら,",31,35
12,3184,3168,（羇旅發思）,衣袖之 真若之浦之 愛子地 間無時無 吾戀钁,衣手の真 若の浦の真砂 地間なく 時なし我が 恋ふらくは,ころもでの まわかのうらの まなごつち まなくときなし あがこふらくは,なし,なし,枕詞 地名 和歌嬥浦 和歌山 序詞 恋情 望郷 羈旅,"ころもでの,[寛]ころもての,
まわかのうらの[寛],
まなごつち,[寛]まなこちの,
まなくときなし,[寛]まなしときなし,
あがこふらくは,[寛]わかこふらくは,",31,35
12,3185,3169,（羇旅發思）,能登海尓 釣為海部之 射去火之 光尓伊徃 月待香光,能登の海に 釣する海人の 漁り火の 光りにいませ 月待ちがてり,のとのうみに つりするあまの いざりひの ひかりにいませ つきまちがてり,なし,なし,羈旅 地名 能登 石川 遊行女婦 誘媿歌,"のとのうみに[寛],
つりするあまの[寛],
いざりひの[寛],
ひかりにいませ[寛],
つきまちがてり,[寛]つきまちかてら,",32,36
12,3186,3170,（羇旅發思）,思香乃白水郎乃 <釣>為燭有 射去火之 髣髴妹乎 将見因毛欲得,志賀の海人 の釣りし燭せる 漁り火の ほのかに妹を見 むよしもがも,しかのあまの つりしともせる いざりひの ほのかにいもを みむよしもがも,なし,鉤 -> 釣 [元][紀][温][京],地名 福岡 序詞 恋情 望郷 羈旅,"しかのあまの[寛],
つりしともせる,[寛]つりにともせる,
いざりひの,[寛]いさりひの,
ほのかにいもを[寛],
みむよしもがも,[寛]みるよしもかな,",32,36
12,3187,3171,（羇旅發思）,難波方 水手出船之 遥々 別来礼杼 忘金津毛,難波潟 漕ぎ出る舟のはろ はろに 別れ来ぬれど 忘れかねつも,なにはがた こぎづるふねの はろはろに わかれきぬれど わすれかねつも,なし,なし,羈旅 大阪 序詞 恋情 望郷,"なにはがた,[寛]なにはかた,
こぎづるふねの,[寛]こきいつるふねの,
はろはろに,[寛]はるはると,
わかれきぬれど,[寛]わかれてくれと,
わすれかねつも[寛],",31,35
12,3188,3172,（羇旅發思）,浦廻榜 <熊>野舟附 目頬志久 懸不思 月毛日毛無,浦廻漕ぐ 熊野舟つきめ づらしく 懸けて思はぬ 月も日もなし,うらみこぐ くまのぶねつき めづらしく かけておもはぬ つきもひもなし,なし,能 -> 熊 [代匠記初校本],序詞 羈旅 恋情 望郷,"うらみこぐ,[寛]うらわこく,
くまのぶねつき,[寛]よしのふなつき,
めづらしく,[寛][寛]めつらしく,
かけておもはぬ[寛],
つきもひもなし[寛],",31,35
12,3189,3173,（羇旅發思）,松浦舟 乱穿江之 水尾早 楫取間無 所念鴨,松浦舟 騒く堀江の水脈 早み楫 取る間なく 思ほゆるかも,まつらぶね さわくほりえの みをはやみ かぢとるまなく おもほゆるかも,なし,なし,地名 大阪 羈旅 望郷 序詞 恋情,"まつらぶね,[寛]まつらふね,
さわくほりえの,[寛]みたれほりえの,
みをはやみ[寛],
かぢとるまなく,[寛]かちとるまなく,
おもほゆるかも[寛],",31,35
12,3190,3174,（羇旅發思）,射去為 海部之楫音 湯<按>干 妹心 乗来鴨,漁りする 海人の楫音 ゆくらかに 妹は心に乗り にけるかも,いざりする あまのかぢおと ゆくらかに いもはこころに のりにけるかも,なし,鞍 -> 按 [元][類],序詞 恋情 羈旅 遊行女婦,"いざりする,[寛]いさりする,
あまのかぢおと,[寛]あまのかちおと,
ゆくらかに[寛],
いもはこころに,[寛]いもかこころに,
のりにけるかも[寛],",31,35
12,3191,3175,（羇旅發思）,若乃浦尓 袖左倍<沾>而 忘貝 拾杼妹者 不所忘尓,和歌の浦に 袖さへ濡れ て忘れ貝 拾へど妹は忘 らえなくに,わかのうらに そでさへぬれて わすれがひ ひりへどいもは わすらえなくに,[或本歌末句云 忘可祢都母],若乃 [元][類]（塙）（楓） 若 / 沽 -> 沾 [京],地名 和歌山 異伝 恋情 望郷,"わかのうらに[寛],
そでさへぬれて,[寛]そてさへぬれて,
わすれがひ,[寛]わすれかひ,
ひりへどいもは,[寛]ひろへといもは,
わすらえなくに,[寛]わすられなくに,",32,36
12,3192,3175S,（羇旅發思）[或本歌末句云],[忘可祢都母],[忘れかねつも],[わすれかねつも],なし,なし,異伝 羈旅 恋情 望郷,"[わすれかねつも][寛],",9,7
12,3193,3176,（羇旅發思）,草枕 羈西居者 苅薦之 擾妹尓 不戀日者無,草枕旅に し居れば刈り 薦の乱れ て妹に恋ひ ぬ日はなし,くさまくら たびにしをれば かりこもの みだれていもに こひぬひはなし,なし,なし,枕詞 羈旅 恋情 望郷,"くさまくら[寛],
たびにしをれば,[寛]たひにしふれは,
かりこもの[寛],
みだれていもに,[寛]みたれていもに,
こひぬひはなし[寛],",31,35
12,3194,3177,（羇旅發思）,然海部之 礒尓苅干 名告藻之 名者告手師乎 如何相難寸,志賀の海人の 礒に刈り干す なのりその 名は告りてし を何か逢ひかたき,しかのあまの いそにかりほす なのりその なはのりてしを なにかあひかたき,なし,なし,地名 福岡 植物 序詞 女歌 羈旅 遊行女婦,"しかのあまの[寛],
いそにかりほす[寛],
なのりその,[寛]なのりそか,
なはのりてしを,[寛]なはつけてしを,
なにかあひかたき,[寛]なそあひかたき,",33,37
12,3195,3178,（羇旅發思）,國遠見 念勿和備曽 風之共 雲之行如 言者将通,国遠み 思ひなわびそ 風の共雲 の行くごと 言は通はむ,くにとほみ おもひなわびそ かぜのむた くものゆくごと ことはかよはむ,なし,なし,羈旅 女歌 旅立ち 恋情,"くにとほみ[寛],
おもひなわびそ,[寛]おもひなわひそ,
かぜのむた,[寛]かせのむた,
くものゆくごと,[寛]くものゆくこと,
ことはかよはむ,[寛]われはかよはむ,",31,35
12,3196,3179,（羇旅發思）,留西 人乎念尓 蜒野 居白雲 止時無,留まりに し人を思ふに 秋津野に 居る白雲の やむ時もなし,とまりにし ひとをおもふに あきづのに ゐるしらくもの やむときもなし,なし,なし,序詞 地名 和歌山 吉野 奈良 恋情 望郷,"とまりにし[寛],
ひとをおもふに[寛],
あきづのに,[寛]あきつのに,
ゐるしらくもの[寛],
やむときもなし[寛],",31,35
12,3197,3180,悲別歌,浦毛無 去之君故 朝旦 本名焉戀 相跡者無杼,うらもなく 去にし君ゆゑ 朝な朝な もとなぞ恋ふる 逢ふとはなけど,うらもなく いにしきみゆゑ あさなさな もとなぞこふる あふとはなけど,なし,なし,恋情 後朝 旅立ち 女歌 別悞,"うらもなく[寛],
いにしきみゆゑ[寛],
あさなさな[寛],
もとなぞこふる,[寛]もとなそこふる,
あふとはなけど,[寛]あふとはなしと,",31,35
12,3198,3181,（悲別歌）,白細之 君之下紐 吾<左>倍尓 今日結而名 将相日之為,白栲の君 が下紐我れ さへに今日 結びてな逢は む日のため,しろたへの きみがしたびも われさへに けふむすびてな あはむひのため,なし,佐 -> 左 [元][類],枕詞 女歌 恋情 別悞,"しろたへの[寛],
きみがしたびも,[寛]きみかしたひも,
われさへに[寛],
けふむすびてな,[寛]けふむすひてな,
あはむひのため[寛],",31,35
12,3199,3182,（悲別歌）,白妙之 袖之別者 雖<惜> 思乱而 赦鶴鴨,白栲の袖 の別れは惜し けども 思ひ乱れて 許しつるかも,しろたへの そでのわかれは をしけども おもひみだれて ゆるしつるかも,なし,借 -> 惜 [元][類][紀],枕詞 別悞 恋情,"しろたへの[寛],
そでのわかれは,[寛]そてのわかれは,
をしけども,[寛]おしけれと,
おもひみだれて,[寛]おもひみたれて,
ゆるしつるかも[寛],",31,35
12,3200,3183,（悲別歌）,京師邊 君者去之乎 孰解可 言紐緒乃 結手懈毛,都辺に君 は去にしを誰 が解けか 我が紐の緒の結 ふ手たゆきも,みやこへに きみはいにしを たがとけか わがひものをの ゆふてたゆきも,なし,紐 [元][古] 紐乃,女歌 遊行女婦 羈旅 恋情,"みやこへに[寛],
きみはいにしを[寛],
たがとけか,[寛]たれとけか,
わがひものをの,[寛]わかひものをの,
ゆふてたゆきも,[寛]むすひてとけも,",31,35
12,3201,3184,（悲別歌）,草枕 <客>去君乎 人目多 袖不振為而 安萬田悔毛,草枕旅 行く君を人目 多み袖 振らずして あまた悔しも,くさまくら たびゆくきみを ひとめおほみ そでふらずして あまたくやしも,なし,谷 -> 客 [元][類][紀],枕詞 羈旅 人目 尫柜蹋 別悞 後悔 恋情,"くさまくら[寛],
たびゆくきみを,[寛]たひゆくきみを,
ひとめおほみ[寛],
そでふらずして,[寛]そてふらすして,
あまたくやしも[寛],",32,36
12,3202,3185,（悲別歌）,白銅鏡 手二取持而 見常不足 君尓所贈而 生跡文無,まそ鏡手 に取り持ちて 見れど飽かぬ 君に後れて 生けりともなし,まそかがみ てにとりもちて みれどあかぬ きみにおくれて いけりともなし,なし,なし,序詞 恋情 別悞,"まそかがみ,[寛]まそかかみ,
てにとりもちて[寛],
みれどあかぬ,[寛]みれとあかぬ,
きみにおくれて[寛],
いけりともなし[寛],",32,36
12,3203,3186,（悲別歌）,陰夜之 田時毛不知 山越而 徃座君者 何時将待,曇り夜のた どきも知らぬ 山越えて います君をば いつとか待たむ,くもりよの たどきもしらぬ やまこえて いますきみをば いつとかまたむ,なし,なし,女歌 羈旅 恋情,"くもりよの[寛],
たどきもしらぬ,[寛]たときもしらす,
やまこえて[寛],
いますきみをば,[寛]いますきみをは,
いつとかまたむ,[寛]いつしかまたむ,",31,35
12,3204,3187,（悲別歌）,<立>名付 青垣山之 隔者 數君乎 言不<問>可聞,たたなづく 青垣山の隔 なりなば しばしば君を 言問はじかも,たたなづく あをかきやまの へなりなば しばしばきみを こととはじかも,なし,田立 -> 立 [西（訂正貼紙][元][紀][温] / 同 -> 問 [元][類][紀],別離 恋情,"たたなづく,[寛]たたなつく,
あをかきやまの[寛],
へなりなば,[寛]へたつれは,
しばしばきみを,[寛]しはしはきみを,
こととはじかも,[寛]こととはぬかも,",31,35
12,3205,3188,（悲別歌）,朝霞 蒙山乎 越而去者 吾波将戀奈 至于相日,朝霞たなびく 山を越え て去なば我れ は恋ひむな 逢はむ日までに,あさがすみ たなびくやまを こえていなば あれはこひむな あはむひまでに,なし,なし,別離 恋情 女歌,"あさがすみ,[寛]あさかすみ,
たなびくやまを,[寛]たなひくやまを,
こえていなば,[寛]こえていなは,
あれはこひむな,[寛]われはこひむな,
あはむひまでに,[寛]あはむひまてに,",32,36
12,3206,3189,（悲別歌）,足桧乃 山者百重 雖隠 妹者不忘 直相左右二 [一云 雖隠 君乎思苦 止時毛無],あしひきの山は百重に隠すとも妹は忘れじ直に逢ふまでに [一云 隠せども君を思はくやむ時もなし],あしひきの やまはももへに かくすとも いもはわすれじ ただにあふまでに [かくせども きみをおもはく やむときもなし],なし,なし,異伝 枕詞 恋情 羈旅 女歌,"あしひきの[寛],
やまはももへに[寛],
かくすとも[寛],
いもはわすれじ,[寛]ともはわすれし,
ただにあふまでに,[寛]たたにあふまてに,",53,58
12,3207,3190,（悲別歌）,雲居<有> 海山超而 伊徃名者 吾者将戀名 後者相宿友,雲居なる 海山越えてい 行きなば 我れは恋ひむな 後は逢ひぬとも,くもゐなる うみやまこえて いゆきなば あれはこひむな のちはあひぬとも,なし,者 -> 有 [元][類][紀],恋情 別離 羈旅,"くもゐなる[寛],
うみやまこえて[寛],
いゆきなば,[寛]いゆきなは,
あれはこひむな,[寛]われはこひむな,
のちはあひぬとも[寛],",32,36
12,3208,3191,（悲別歌）,不欲恵八<師> 不戀登為杼 木綿間山 越去之公之 所念良國,よしゑやし 恋ひじとすれ ど木綿間 山越えにし君が 思ほゆらくに,よしゑやし こひじとすれど ゆふまやま こえにしきみが おもほゆらくに,なし,跡 -> 師 [元][紀],地名 別離 羈旅 恋情,"よしゑやし[寛],
こひじとすれど,[寛]こひしとすれと,
ゆふまやま[寛],
こえにしきみが,[寛]こえにしきみか,
おもほゆらくに[寛],",31,35
12,3209,3192,（悲別歌）,草蔭之 荒藺之埼乃 笠嶋乎 見乍可君之 山道超良無 [一云 三坂越良牟],草蔭の荒藺の崎の笠島を見つつか君が山道越ゆらむ [一云 み坂越ゆらむ],くさかげの あらゐのさきの かさしまを みつつかきみが やまぢこゆらむ [みさかこゆらむ],なし,なし,枕詞 地名 羈旅 恋情 女歌,"くさかげの,[寛]くさかけの,
あらゐのさきの[寛],
かさしまを[寛],
みつつかきみが,[寛]みつつかきみか,
やまぢこゆらむ,[寛]やまちこゆらむ,",40,43
12,3210,3193,（悲別歌）,玉勝間 嶋熊山之 夕晩 獨可君之 山道将越 [一云 暮霧尓 長戀為乍 寐不勝可母],玉かつま島熊山の夕暮れにひとりか君が山道越ゆらむ [一云 夕霧に長恋しつつ寐ねかてぬかも],たまかつま しまくまやまの ゆふぐれに ひとりかきみが やまぢこゆらむ [ゆふぎりに ながこひしつつ いねかてぬかも],なし,なし,異伝 地名 羈旅 女歌 恋情,"たまかつま[寛],
しまくまやまの[寛],
ゆふぐれに,[寛]ゆふくれに,
ひとりかきみが,[寛]ひとりかきみか,
やまぢこゆらむ,[寛]やまちこゆらむ,",52,57
12,3211,3194,（悲別歌）,氣緒尓 吾念君者 鶏鳴 東方重坂乎 今日可越覧,息の緒に 我が思ふ君は 鶏が鳴く 東の坂を今日 か越ゆらむ,いきのをに あがおもふきみは とりがなく あづまのさかを けふかこゆらむ,なし,なし,"地名 枕詞 羈旅 女歌 恋情
","いきのをに[寛],
あがおもふきみは,[寛]わかおもふきみは,
とりがなく,[寛]とりかかく,
あづまのさかを,[寛]あつまのさかを,
けふかこゆらむ,[寛]いふかこえらむ,",32,36
12,3212,3195,（悲別歌）,磐城山 直越来益 礒埼 許奴美乃濱尓 吾立将待,磐城山直 越え来ませ 礒崎の許奴 美の浜に我れ 立ち待たむ,いはきやま ただこえきませ いそさきの こぬみのはまに われたちまたむ,なし,なし,地名 静岡県 女歌 恋情 羈旅,"いはきやま[寛],
ただこえきませ,[寛]たたこえきませ,
いそさきの[寛],
こぬみのはまに[寛],
われたちまたむ[寛],",31,35
12,3213,3196,（悲別歌）,春日野之 淺茅之原尓 後居而 時其友無 吾戀良苦者,春日野の 浅茅が原に遅れ 居て時 ぞともなし我が 恋ふらくは,かすがのの あさぢがはらに おくれゐて ときぞともなし あがこふらくは,なし,なし,地名 奈良 恋情 女歌 歌垣,"かすがのの,[寛]かすかのの,
あさぢがはらに,[寛]あさちかはらに,
おくれゐて[寛],
ときぞともなし,[寛]ときそともなし,
あがこふらくは,[寛]わかこふらくは,",31,35
12,3214,3197,（悲別歌）,住吉乃 崖尓向有 淡路嶋 Ａ怜登君乎 不言日者无,住吉の岸 に向へる淡路 島あはれ と君を言は ぬ日はなし,すみのえの きしにむかへる あはぢしま あはれときみを いはぬひはなし,なし,なし,地名 大阪 序詞 兵庫 淡路 恋愛 羈旅,"すみのえの[寛],
きしにむかへる[寛],
あはぢしま,[寛]あはちしま,
あはれときみを[寛],
いはぬひはなし[寛],",31,35
12,3215,3198,（悲別歌）,明日従者 将行乃河之 出去者 留吾者 戀乍也将有,明日よりは いなむの川の 出でて去なば 留まれる我れは 恋ひつつやあらむ,あすよりは いなむのかはの いでていなば とまれるあれは こひつつやあらむ,なし,なし,地名 加古川 兵庫 序詞 女歌 不安 恋情 羈旅,"あすよりは[寛],
いなむのかはの,[寛]いなみのかはの,
いでていなば,[寛]いてていなは,
とまれるあれは,[寛]とまれるわれは,
こひつつやあらむ[寛],",33,37
12,3216,3199,（悲別歌）,海之底 奥者恐 礒廻従 <水>手運徃為 月者雖經過,海の底沖 は畏し礒廻 より漕ぎ 廻みいませ月 は経ぬとも,わたのそこ おきはかしこし いそみより こぎたみいませ つきはへぬとも,なし,水水 -> 水 [元][類][紀],羈旅 女歌 不安,"わたのそこ[寛],
おきはかしこし,[寛]おきはおそろし,
いそみより,[寛]いそわより,
こぎたみいませ,[寛]こきたみいませ,
つきはへぬとも[寛],",31,35
12,3217,3200,（悲別歌）,飼飯乃浦尓 依流白浪 敷布二 妹之容儀者 所念香毛,飼飯の浦に 寄する白波 しくしく に妹が姿は 思ほゆるかも,けひのうらに よするしらなみ しくしくに いもがすがたは おもほゆるかも,なし,なし,地名 淡路 兵庫 序詞 恋情 望郷 羈旅,"けひのうらに[寛],
よするしらなみ[寛],
しくしくに[寛],
いもがすがたは,[寛]いもかすかたは,
おもほゆるかも[寛],",32,36
12,3218,3201,（悲別歌）,時風 吹飯乃濱尓 出居乍 贖命者 妹之為社,時つ風 吹飯の浜に出 で居つつ 贖ふ命は妹 がためこそ,ときつかぜ ふけひのはまに いでゐつつ あかふいのちは いもがためこそ,なし,なし,地名 枕詞 大阪 岬町深日 恋情 望郷 手向醎 羈旅,"ときつかぜ,[寛]ときつかせ,
ふけひのはまに[寛],
いでゐつつ,[寛]いてゐつつ,
あかふいのちは[寛],
いもがためこそ,[寛]いもかためこそ,",31,35
12,3219,3202,（悲別歌）,柔田津尓 舟乗<将>為跡 聞之苗 如何毛君之 所見不来将<有>,熟田津に 舟乗りせむと 聞きしなへ 何ぞも君が 見え来ずあるらむ,にきたつに ふなのりせむと ききしなへ なにぞもきみが みえこずあるらむ,なし,時 -> 将 [西（朱筆左書][紀][細][温] / 者 -> 有 [元][類][紀],地名 松山 愛媛県 女歌,"にきたつに[寛],
ふなのりせむと[寛],
ききしなへ,[寛]ききしなへに,
なにぞもきみが,[寛]なにかもきみか,
みえこずあるらむ,[寛]みえこさるさむ,",32,36
12,3220,3203,（悲別歌）,三沙呉居 渚尓居舟之 榜出去者 裏戀監 後者會宿友,みさご居る 洲に居る舟の 漕ぎ出な ばうら恋しけむ 後は逢ひぬとも,みさごゐる すにゐるふねの こぎでなば うらごほしけむ のちはあひぬとも,なし,なし,動物 別離 出発 遊行女婦 羈旅,"みさごゐる,[寛]みさこゐる
すにゐるふねの,[寛]すにをるふねの,
こぎでなば,[寛]こきいてなは,
うらごほしけむ,[寛]うらこひしけむ,
のちはあひぬとも[寛],",32,36
12,3221,3204,（悲別歌）,玉葛 無<恙>行核 山菅乃 思乱而 戀乍将待,玉葛幸 くいまさね 山菅の思ひ 乱れて恋 ひつつ待たむ,たまかづら さきくいまさね やますげの おもひみだれて こひつつまたむ,なし,怠 -> 恙 [元],枕詞 植物 恋情 女歌,"たまかづら,[寛]たまかつら,
さきくいまさね,[寛]たえすゆかさね,
やますげの,[寛]やますけの,
おもひみだれて,[寛]おもひみたれて,
こひつつまたむ[寛],",31,35
12,3222,3205,（悲別歌）,後居而 戀乍不有者 田籠之浦乃 海部有申尾 珠藻苅々,後れ居て恋 ひつつあらずは 田子の浦の 海人ならましを 玉藻刈る刈る,おくれゐて こひつつあらずは たごのうらの あまならましを たまもかるかる,なし,なし,地名 静岡 遊行女婦 女歌 羈旅 恋情,"おくれゐて[寛],
こひつつあらずは,[寛]こひつつあらすは,
たごのうらの,[寛]たこのうらの,
あまならましを[寛],
たまもかるかる[寛],",33,37
12,3223,3206,（悲別歌）,筑紫道之 荒礒乃玉藻 苅鴨 君久 待不来,筑紫道の 荒礒の玉藻刈る とかも 君が久しく待て ど来まさぬ,つくしぢの ありそのたまも かるとかも きみがひさしく まてどきまさぬ,なし,なし,植物 女歌 羈旅,"つくしぢの,[寛]つくしちの,
ありそのたまも,[寛]あらいそのたまも,
かるとかも,[寛]かりにかも,
きみがひさしく,[寛]きみかひさしく,
まてどきまさぬ,[寛]まてとこさらむ,",31,35
12,3224,3207,（悲別歌）,荒玉乃 年緒永 照月 不猒君八 明日別南,あらたま の年の緒長く 照る月の 飽かざる君や 明日別れなむ,あらたまの としのをながく てるつきの あかざるきみや あすわかれなむ,なし,なし,序詞 枕詞 女歌 別離 遊行女婦 羈旅,"あらたまの[寛],
としのをながく,[寛]としのをなかく,
てるつきの[寛],
あかざるきみや,[寛]あかれぬきみや,
あすわかれなむ[寛],",31,35
12,3225,3208,（悲別歌）,久将在 君念尓 久堅乃 清月夜毛 闇夜耳見,久にあらむ 君を思ふに ひさかたの 清き月夜も 闇の夜に見ゆ,ひさにあらむ きみをおもふに ひさかたの きよきつくよも やみのよにみゆ,なし,耳 （塙） 所,枕詞 旅立ち 女歌 不安 恋情,"ひさにあらむ[寛],
きみをおもふに[寛],
ひさかたの[寛],
きよきつくよも,[寛]きよきつきよも,
やみのよにみゆ,[寛]やみにのみみゆ,",32,36
12,3226,3209,（悲別歌）,春日在 三笠乃山尓 居雲乎 出見毎 君乎之曽念,春日なる 御笠の山に 居る雲を 出で見るごと に君をしぞ思ふ,かすがなる みかさのやまに ゐるくもを いでみるごとに きみをしぞおもふ,なし,なし,地名 奈良 恋情 羈旅 女歌,"かすがなる,[寛]かすかなる,
みかさのやまに[寛],
ゐるくもを[寛],
いでみるごとに,[寛]いてみることに,
きみをしぞおもふ,[寛]きみをしそおもふ,",32,36
12,3227,3210,（悲別歌）,足桧木乃 片山雉 立徃牟 君尓後而 打四鶏目八方,あしひき の片山雉 立ち行かむ君 に後れて うつしけめやも,あしひきの かたやまきぎし たちゆかむ きみにおくれて うつしけめやも,なし,桧木 [元][類] 桧,枕詞 動物 序詞 旅立ち 羈旅 恋情 女歌,"あしひきの[寛],
かたやまきぎし,[寛]かたやまききす,
たちゆかむ[寛],
きみにおくれて[寛],
うつしけめやも,[寛]うしけめやも,",31,35
12,3228,3211,問答<歌>,玉緒乃 <徙>心哉 八十梶懸 水手出牟船尓 後而将居,玉の緒の 現し心や八十 楫懸け 漕ぎ出む船に 後れて居らむ,たまのをの うつしこころや やそかかけ こぎでむふねに おくれてをらむ,（右二首）,<> -> 歌 [元][紀] / 徒 -> 徙 [矢],枕詞 出発 羈旅 女歌 恋情,"たまのをの[寛],
うつしこころや[寛],
やそかかけ[寛],
こぎでむふねに,[寛]こきいてむふねに,
おくれてをらむ[寛],",31,35
12,3229,3212,（問答歌）,八十梶懸 嶋隠去者 吾妹兒之 留登将振 袖不所見可聞,八十楫懸け 島隠りなば 我妹子が 留まれと振らむ 袖見えじかも,やそかかけ しまがくりなば わぎもこが とまれとふらむ そでみえじかも,右二首,なし,羈旅 船出 袖振り 羈旅 出発 恋情,"やそかかけ,[寛]やそかかく,
しまがくりなば,[寛]しまかくれなは,
わぎもこが,[寛]わきもこか,
とまれとふらむ[寛],
そでみえじかも,[寛]そてみえしかも,",31,35
12,3230,3213,（問答歌）,十月 鍾礼乃雨丹 <沾>乍哉 君之行疑 宿可借疑,十月しぐれ の雨に濡れ つつか君 が行くらむ 宿か借るらむ,かむなづき しぐれのあめに ぬれつつか きみがゆくらむ やどかかるらむ,（右二首）,沽 -> 沾 [矢][京],羈旅 女歌 恋情,"かむなづき,[寛]かみなつき,
しぐれのあめに,[寛]しくれのあめに,
ぬれつつか,[寛]ぬれつつや,
きみがゆくらむ,[寛]きみかゆくらむ,
やどかかるらむ,[寛]やとかかるらむ,",31,35
12,3231,3214,（問答歌）,十月 <雨>間毛不置 零尓西者 誰里<之> 宿可借益,十月雨間 も置かず降り にせば いづれの里の 宿か借らまし,かむなづき あままもおかず ふりにせば いづれのさとの やどかからまし,右二首,々 -> 雨 [元][紀][温] / 之間 -> 之 [元][類],羈旅,"かむなづき,[寛]かみなつき,
あままもおかず,[寛]あままもおかす,
ふりにせば,[寛]ふりにせは,
いづれのさとの,[寛]たかさとのまに,
やどかからまし,[寛]やとかからまし,",31,35
12,3232,3215,（問答歌）,白妙乃 袖之別乎 難見為而 荒津之濱 屋取為鴨,白栲の袖 の別れを 難みして 荒津の浜に 宿りするかも,しろたへの そでのわかれを かたみして あらつのはまに やどりするかも,（右二首）,なし,地名 福岡 出発 惜別 羈旅 恋情,"しろたへの[寛],
そでのわかれを,[寛]そてのわかれを,
かたみして[寛],
あらつのはまに[寛],
やどりするかも,[寛]やとりするかも,",31,35
12,3233,3216,（問答歌）,草枕 羈行君乎 荒津左右 送来 <飽>不足社,草枕旅 行く君を荒津 まで送り ぞ来ぬる 飽き足らねこそ,くさまくら たびゆくきみを あらつまで おくりぞきぬる あきだらねこそ,右二首,飽 [西（上書訂正）][元][類][紀],地名 福岡 枕詞 送別 恋情 惜別 女歌 遊行女婦,"くさまくら[寛],
たびゆくきみを,[寛]たひゆくきみを,
あらつまで,[寛]あらつまて,
おくりぞきぬる,[寛]おくりくるとも,
あきだらねこそ,[寛]あきたらすこそ,",31,35
12,3234,3217,（問答歌）,荒津海 吾幣奉 将齋 早<還>座 面變不為,荒津の海 我れ幣奉り 斎ひてむ 早帰りませ 面変りせず,あらつのうみ われぬさまつり いはひてむ はやかへりませ おもがはりせず,（右二首）,速 -> 還 [西（訂正右書）][元][類][紀],地名 福岡 手向醎 出発 遊行女婦 送別 羈旅 恋情,"あらつのうみ[寛],
われぬさまつり[寛],
いはひてむ[寛],
はやかへりませ[寛],
おもがはりせず,[寛]おもかはりせて,",32,36
12,3235,3218,（問答歌）,<旦>々 筑紫乃方乎 出見乍 哭耳吾泣 痛毛為便無三,朝な朝な 筑紫の方を出で 見つつ音 のみぞ我が泣く いたもすべなみ,あさなさな つくしのかたを いでみつつ ねのみぞあがなく いたもすべなみ,右二首,且 -> 旦 [元][類][紀][矢],羈旅 恋情 地名 福岡 九州,"あさなさな[寛],
つくしのかたを[寛],
いでみつつ,[寛]いてみつつ,
ねのみぞあがなく,[寛]ねのみわれなく,
いたもすべなみ,[寛]いともすへなみ,",32,36
12,3236,3219,（問答歌）,豊國乃 聞之長濱 去晩 日之昏去者 妹食序念,豊国の企救 の長浜 行き暮らし日 の暮れゆけ ば妹をしぞ思ふ,とよくにの きくのながはま ゆきくらし ひのくれゆけば いもをしぞおもふ,（右二首）,なし,地名 福岡 北九州市 恋情 望郷 羈旅,"とよくにの[寛],
きくのながはま,[寛]きくのなかはま,
ゆきくらし[寛],
ひのくれゆけば,[寛]ひのくれゆけは,
いもをしぞおもふ,[寛]いもをしそおもふ,",32,36
